setor;cnae_classe;situacao_cadastral;natureza_juridica;grande_empresa;obrigacoes_acessorias;obrigacao_principal;atuacao_fiscal;analise_comparativa;consistencia;comercio_exterior;conformidade;impacto
06003 - Pecuaria, carnes, leites e derivados;47229;Ativa;Entidades empresariais;Sim;0,8182;1,0000;1,0000;0,2222;0,1716;1;0,6555;Muito Baixo
02005 - Sucroalcooleiro;64620;Ativa;Entidades empresariais;Sim;0,9958;0,8311;1,0000;0,6667;0,5469;1;0,8101;Moderado
09003 - Farmaceutico e Produtos Hospitalares;46451;Ativa;Entidades empresariais;Sim;0,9247;0,9940;1,0000;0,4444;0,8764;0,7857;0,8777;Moderado
02000 - Petroleo e Gas;06000;Ativa;Entidades empresariais;Sim;0,9608;0,9949;1,0000;0,4444;0,9797;0,7326;0,9071;Baixo
01000 - Instituicoes Financeiras e de Seguros;65421;Ativa;Entidades empresariais;Sim;0,9863;0,9962;1,0000;0,6667;0,9714;1;0,9563;Alto
05001 - Metalurgia e Siderurgia;33210;Ativa;Entidades empresariais;Sim;0,9425;0,8813;1,0000;0,6667;0,684;0,7143;0,8233;Moderado
08001 - Automoveis;29433;Ativa;Entidades empresariais;Sim;0,9383;0,8321;1,0000;0,6667;0,717;0,8011;0,8356;Alto
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,8122;0,7242;1,0000;0,4444;0,5988;1;0,7722;Baixo
07000 - Comercio em Geral;46494;Ativa;Entidades empresariais;Sim;0,9463;0,7532;0,8532;0,6667;0,6955;0,7395;0,7732;Baixo
04001 - Tecnologia (Software e Comercio);63194;Ativa;Entidades empresariais;Sim;0,9376;0,9831;1,0000;0,6667;0,9354;1;0,939;Moderado
01000 - Instituicoes Financeiras e de Seguros;65308;Ativa;Entidades empresariais;Sim;0,8604;0,8857;1,0000;0,5556;0,6131;1;0,8118;Muito Baixo
02005 - Sucroalcooleiro;10716;Ativa;Entidades empresariais;Sim;0,9710;0,9877;0,6642;0,4444;0,7852;1;0,7816;Alto
04002 - Eletroeletronicos;26400;Ativa;Entidades empresariais;Sim;0,9416;0,8571;1,0000;0,4444;0,8855;0,817;0,8688;Moderado
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,9795;0,6604;1,0000;0,2222;0,3773;1;0,6926;Baixo
06001 - Producao e comercio agricola;46214;Ativa;Entidades empresariais;Sim;0,3634;1,0000;1,0000;0,1111;0,1429;1;0,5903;Muito Baixo
06002 - Turismo, Hotelaria e Lazer;90035;Ativa;Entidades sem fins lucrativos;Sim;0,7240;0,9133;0,9867;0,4444;0,667;1;0,8028;Muito Baixo
04001 - Tecnologia (Software e Comercio);63194;Ativa;Entidades empresariais;Sim;0,8255;0,9776;1,0000;0,5325;0,7859;1;0,8689;Alto
10003 - Bens de Capital;28313;Ativa;Entidades empresariais;Sim;0,9815;0,9015;1,0000;0,6667;0,5552;0,9098;0,8105;Moderado
05001 - Metalurgia e Siderurgia;46851;Ativa;Entidades empresariais;Sim;0,9915;1,0000;1,0000;0,6667;0,5714;0,7893;0,8162;Baixo
04002 - Eletroeletronicos;26108;Ativa;Entidades empresariais;Sim;0,9224;0,9993;0,8403;0,6667;0,9571;0,6829;0,8695;Alto
03000 - Eletricidade;35131;Ativa;Entidades empresariais;Sim;0,8267;0,7046;1,0000;0,6667;0,9321;1;0,8935;Moderado
07002 - Varejistas;46931;Ativa;Entidades empresariais;Sim;0,9983;0,8658;1,0000;0,6667;0,7143;1;0,8647;Muito Baixo
11004 - Atividades Imobiliarias, Shopping Center;68102;Ativa;Entidades empresariais;Sim;0,9441;0,9598;1,0000;0,6667;0,5045;1;0,8076;Alto
04001 - Tecnologia (Software e Comercio);62091;Ativa;Entidades empresariais;Sim;0,9542;0,9696;0,9491;0,6667;0,6407;0,6943;0,8058;Muito Baixo
02006 - Defensivos agricolas, adubos e fertilizantes;46834;Ativa;Entidades empresariais;Sim;0,8193;0,9908;1,0000;0,6667;0,3048;1;0,7389;Moderado
01000 - Instituicoes Financeiras e de Seguros;66126;Ativa;Entidades empresariais;Sim;0,8370;0,8571;1,0000;0,4444;0,9723;1;0,9027;Alto
11008 - Servicos de Locacao;77331;Ativa;Entidades empresariais;Sim;0,8709;0,9891;1,0000;0,5254;0,9257;1;0,916;Muito Alto
03000 - Eletricidade;35131;Ativa;Entidades empresariais;Sim;0,9861;1,0000;1,0000;0,6667;0,9905;1;0,9624;Muito Alto
06003 - Pecuaria, carnes, leites e derivados;10139;Ativa;Entidades empresariais;Sim;0,8344;0,8551;1,0000;0,6667;0,8628;0,9266;0,8842;Alto
02001 - Quimicos - Fabricacao;20223;Ativa;Entidades empresariais;Sim;0,7825;0,9035;0,9933;0,5556;0,7793;0,7703;0,8312;Muito Alto
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,9866;0,8834;1,0000;0,6667;0,3601;1;0,7594;Baixo
06001 - Producao e comercio agricola;01610;Ativa;Entidades empresariais;Sim;1,0000;1,0000;1,0000;0,5556;0,9524;0,9286;0,9341;Moderado
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,9555;0,7795;0,9333;0,5403;0,4344;1;0,7348;Muito Baixo
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,9100;0,8205;0,7543;0,4444;0,8572;0,7282;0,7751;Alto
02004 - Fabricacao de Borracha;22111;Ativa;Entidades empresariais;Sim;0,7304;0,9265;0,9994;0,6667;0,9448;0,8356;0,8977;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64638;Ativa;Entidades empresariais;Sim;0,9587;1,0000;1,0000;0,4444;0,8588;1;0,898;Muito Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9740;1,0000;1,0000;0,4444;0,6585;1;0,8394;Muito Baixo
02007 - Quimicos - Comercio;46842;Ativa;Entidades empresariais;Sim;1,0000;0,9996;1,0000;0,4444;0,9032;0,8393;0,8993;Alto
06003 - Pecuaria, carnes, leites e derivados;10112;Ativa;Entidades empresariais;Sim;0,8438;0,7637;0,7967;0,2222;0,5752;1;0,6939;Alto
10003 - Bens de Capital;28542;Ativa;Entidades empresariais;Sim;0,9814;0,9998;0,8672;0,6667;0,97;0,7431;0,8929;Alto
01000 - Instituicoes Financeiras e de Seguros;64611;Ativa;Entidades empresariais;Sim;0,9913;0,6821;1,0000;0,1111;0,7143;1;0,7864;Alto
11004 - Atividades Imobiliarias, Shopping Center;68102;Ativa;Entidades empresariais;Sim;0,9957;1,0000;1,0000;0,6278;0,8376;1;0,9136;Alto
06004 - Alimentos Processados;46397;Ativa;Entidades empresariais;Sim;0,7622;0,9890;1,0000;0,6667;0,7702;1;0,8726;Baixo
07002 - Varejistas;47539;Ativa;Entidades empresariais;Sim;0,9810;0,8814;1,0000;0,5556;0,6429;1;0,8323;Alto
11007 - Igrejas e Associacoes;94995;Ativa;Entidades sem fins lucrativos;Sim;0,5504;0,9996;1,0000;0,6667;0,606;1;0,8035;Moderado
04001 - Tecnologia (Software e Comercio);62091;Ativa;Entidades empresariais;Sim;0,9831;0,9297;1,0000;0,4444;0,6905;1;0,8415;Muito Baixo
02000 - Petroleo e Gas;09106;Ativa;Entidades empresariais;Sim;0,9165;0,9806;0,9209;0,5556;0,6094;0,751;0,7807;Muito Baixo
07000 - Comercio em Geral;74901;Ativa;Entidades empresariais;Sim;0,9688;1,0000;0,9900;0,6667;0,7209;0,656;0,8426;Baixo
10004 - Papel e Celulose;17427;Ativa;Entidades empresariais;Sim;0,9032;0,9999;0,9886;0,5556;0,9048;0,7619;0,8903;Alto
05001 - Metalurgia e Siderurgia;24229;Ativa;Entidades empresariais;Sim;0,8639;0,7819;0,9500;0,5556;0,8776;0,8882;0,8539;Moderado
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,7315;0,9783;0,9710;0,4444;0,686;1;0,8127;Muito Baixo
09001 - Educacao;85325;Ativa;Entidades sem fins lucrativos;Sim;0,7945;1,0000;1,0000;0,6016;0,6333;1;0,8296;Muito Baixo
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,8416;0,9502;1,0000;0,5556;0,6899;0,9286;0,8336;Baixo
04003 - Imprensa e Cultura;47890;Ativa;Entidades empresariais;Sim;0,9937;0,8537;0,9260;0,6667;0,6295;0,8071;0,7973;Muito Baixo
04002 - Eletroeletronicos;47539;Ativa;Entidades empresariais;Sim;0,9394;0,9662;0,9948;0,6667;0,9099;1;0,9281;Muito Alto
10004 - Papel e Celulose;17214;Ativa;Entidades empresariais;Sim;0,9597;0,8066;0,7959;0,5556;0,9359;1;0,8519;Moderado
09001 - Educacao;85139;Ativa;Entidades empresariais;Sim;0,9340;0,9981;0,9900;0,6667;0,5336;1;0,8171;Moderado
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,7357;0,9283;0,9520;0,6667;0,8617;0,7217;0,8489;Alto
08000 - Transporte Terrestre e Logistica;49213;Ativa;Entidades empresariais;Sim;1,0000;1,0000;1,0000;1,0000;0,9702;1;0,9911;Muito Baixo
09000 - Saude;86305;Ativa;Entidades empresariais;Sim;0,8643;0,9740;0,9505;0,6667;0,8449;1;0,8896;Moderado
01000 - Instituicoes Financeiras e de Seguros;64638;Ativa;Entidades empresariais;Sim;0,9880;1,0000;1,0000;0,4444;0,9881;1;0,9397;Muito Baixo
11003 - Atividades profissionais, cientificas e tecnicas;72100;Ativa;Entidades empresariais;Sim;0,9224;0,9946;0,9620;0,5622;0,6906;0,9286;0,8372;Baixo
01000 - Instituicoes Financeiras e de Seguros;64620;Ativa;Entidades empresariais;Sim;0,9836;1,0000;1,0000;0,5556;0,9548;1;0,9404;Muito Alto
06003 - Pecuaria, carnes, leites e derivados;10520;Ativa;Entidades empresariais;Sim;0,9123;0,6808;0,7709;0,6667;0,8755;0,7756;0,7957;Muito Alto
07002 - Varejistas;47547;Ativa;Entidades empresariais;Sim;0,6881;0,7346;0,9933;0,5556;0,8958;0,8675;0,8461;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;64506;Ativa;Entidades empresariais;Sim;0,9764;0,9991;1,0000;0,6667;0,9821;1;0,9588;Moderado
08003 - Transporte Maritimo;50301;Ativa;Entidades empresariais;Sim;0,9631;0,9499;0,6556;0,4444;0,9631;0,7552;0,8028;Muito Alto
08003 - Transporte Maritimo;64620;Ativa;Entidades empresariais;Sim;0,9980;1,0000;1,0000;0,4444;0,9464;1;0,9282;Baixo
04001 - Tecnologia (Software e Comercio);62031;Ativa;Entidades empresariais;Sim;0,9691;0,9578;0,8667;0,6022;0,9577;1;0,9021;Moderado
02007 - Quimicos - Comercio;46842;Ativa;Entidades empresariais;Sim;0,9852;0,9580;1,0000;0,6667;0,6246;0,7468;0,8222;Muito Baixo
09000 - Saude;86305;Ativa;Entidades empresariais;Sim;0,8690;0,8305;1,0000;0,5447;0,6548;1;0,8175;Muito Baixo
03004 - Construcao - Obras de Infra-estrutura;42219;Ativa;Entidades empresariais;Sim;0,8895;0,9997;0,9072;0,4444;0,8231;0,8059;0,8349;Muito Baixo
02001 - Quimicos - Fabricacao;20312;Ativa;Entidades empresariais;Sim;0,9870;0,8889;0,9000;0,6667;0,6378;0,837;0,7991;Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,9275;1,0000;1,0000;0,6550;0,3697;1;0,7692;Muito Baixo
04001 - Tecnologia (Software e Comercio);46516;Ativa;Entidades empresariais;Sim;0,9861;0,9987;1,0000;0,6667;0,6059;0,8213;0,829;Muito Baixo
10002 - Bens de Capital - Comercio e Servicos;46621;Ativa;Entidades empresariais;Sim;0,9410;0,9303;1,0000;0,5748;0,6452;1;0,8368;Moderado
09003 - Farmaceutico e Produtos Hospitalares;46451;Ativa;Entidades empresariais;Sim;0,7708;1,0000;1,0000;0,4803;0,9145;0,9208;0,8915;Alto
10003 - Bens de Capital;46737;Ativa;Entidades empresariais;Sim;0,8946;0,7066;1,0000;0,5556;0,8782;0,7857;0,8518;Alto
10003 - Bens de Capital;28291;Ativa;Entidades empresariais;Sim;0,9883;0,9705;0,9371;0,6667;0,6207;0,7143;0,802;Alto
01000 - Instituicoes Financeiras e de Seguros;66304;Ativa;Entidades empresariais;Sim;0,9848;1,0000;1,0000;0,6667;0,6936;1;0,8732;Baixo
09000 - Saude;82113;Ativa;Entidades empresariais;Sim;0,8855;0,9978;1,0000;0,6490;0,3102;1;0,7462;Baixo
11006 - Vigilancia, seguranca e investigacao - Servicos;84230;Ativa;Entidades empresariais;Sim;0,8507;0,7494;0,9900;0,6667;0,5856;1;0,7945;Baixo
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,9167;0,7098;0,9833;0,5556;0,622;0,8188;0,7762;Alto
07001 - Supermercados;46371;Ativa;Entidades empresariais;Sim;0,9596;0,7926;1,0000;0,4444;0,8452;0,8729;0,8564;Moderado
06003 - Pecuaria, carnes, leites e derivados;10112;Ativa;Entidades empresariais;Sim;0,9846;1,0000;1,0000;0,4444;0,8897;1;0,9098;Moderado
05004 - Fabricacao e comercio de prod. de metal;64620;Ativa;Entidades empresariais;Sim;0,9851;0,9577;1,0000;0,4444;0,6596;1;0,8358;Muito Baixo
10003 - Bens de Capital;27104;Ativa;Entidades empresariais;Sim;0,6650;0,9255;0,8858;0,6667;0,9738;0,832;0,8676;Muito Alto
03004 - Construcao - Obras de Infra-estrutura;42995;Ativa;Entidades empresariais;Sim;0,6257;0,7464;0,6547;0,4444;0,5883;1;0,6564;Baixo
01000 - Instituicoes Financeiras e de Seguros;64620;Ativa;Entidades empresariais;Sim;0,9841;0,9547;1,0000;0,5062;0,9218;1;0,9201;Alto
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,9354;0,9982;0,8000;0,4444;0,9887;1;0,8784;Muito Baixo
07002 - Varejistas;47814;Ativa;Entidades empresariais;Sim;0,9853;0,9915;1,0000;0,4444;0,9264;1;0,9199;Moderado
07002 - Varejistas;74901;Ativa;Entidades empresariais;Sim;0,9861;1,0000;1,0000;0,6667;0,6955;1;0,8739;Moderado
08003 - Transporte Maritimo;52311;Ativa;Entidades empresariais;Sim;0,9086;0,8570;1,0000;0,6667;0,6416;1;0,8329;Baixo
11003 - Atividades profissionais, cientificas e tecnicas;74901;Ativa;Entidades empresariais;Sim;0,8993;0,8562;1,0000;0,4444;0,526;1;0,7749;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;65308;Ativa;Entidades empresariais;Sim;0,8601;0,9806;0,9000;0,4642;0,6878;1;0,8084;Alto
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,9188;1,0000;1,0000;0,4444;0,9094;1;0,9091;Muito Alto
07000 - Comercio em Geral;46893;Ativa;Entidades empresariais;Sim;0,9152;0,8851;0,9731;0,4444;0,9225;0,7446;0,8659;Muito Alto
06001 - Producao e comercio agricola;01636;Ativa;Entidades empresariais;Sim;0,9051;0,9736;0,8000;0,4444;0,9461;0,8686;0,8465;Muito Baixo
03002 - agua e Esgoto;37029;Ativa;Entidades empresariais;Sim;0,9487;0,9875;0,8833;0,5936;0,6964;0,9286;0,8218;Baixo
09002 - Fumo;12107;Ativa;Entidades empresariais;Sim;0,9872;0,9704;0,8885;0,6667;0,8844;0,9088;0,8868;Alto
01000 - Instituicoes Financeiras e de Seguros;65120;Ativa;Entidades empresariais;Sim;0,9723;0,9927;1,0000;0,6667;0,9747;1;0,9554;Alto
02008 - Comercio varejista de combustiveis;47318;Ativa;Entidades empresariais;Sim;0,8252;0,8083;0,8438;0,5556;0,5836;1;0,7464;Alto
08001 - Automoveis;74901;Ativa;Entidades empresariais;Sim;0,5509;0,8717;1,0000;0,6667;0,3666;0,6917;0,6855;Muito Baixo
08002 - Transporte Aereo e Gestao de Aeroportos;52401;Ativa;Entidades empresariais;Sim;0,8159;0,7973;0,8719;0,6667;0,7427;0,8571;0,7966;Alto
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,9480;0,9988;1,0000;0,6667;0,9547;1;0,9477;Moderado
01000 - Instituicoes Financeiras e de Seguros;65120;Ativa;Entidades empresariais;Sim;0,9687;0,9492;1,0000;0,6667;0,6974;1;0,8667;Alto
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9939;1,0000;1,0000;0,4444;0,6928;0,9329;0,845;Baixo
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9911;1,0000;0,8000;0,6667;0,9098;1;0,8827;Alto
04001 - Tecnologia (Software e Comercio);47521;Ativa;Entidades empresariais;Sim;0,9853;1,0000;1,0000;0,5556;0,8665;1;0,914;Baixo
02002 - Farmacos;64620;Ativa;Entidades empresariais;Sim;0,9529;0,8239;1,0000;0,6667;0,9337;1;0,9209;Baixo
02004 - Fabricacao de Borracha;22218;Ativa;Entidades empresariais;Sim;0,9187;1,0000;0,8133;0,5078;0,9867;1;0,8864;Alto
03000 - Eletricidade;35131;Ativa;Entidades empresariais;Sim;0,9861;1,0000;1,0000;0,5556;0,9707;1;0,9454;Muito Alto
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,9767;0,9880;1,0000;0,5556;0,9744;0,8006;0,9242;Alto
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;78205;Ativa;Entidades empresariais;Sim;0,9153;0,9813;1,0000;0,6667;0,5357;1;0,8167;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;66223;Ativa;Entidades empresariais;Sim;0,8440;0,9383;1,0000;0,4863;0,9134;1;0,8996;Baixo
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,8800;0,9120;0,9482;0,4444;0,5042;0,754;0,734;Moderado
01000 - Instituicoes Financeiras e de Seguros;66304;Ativa;Entidades empresariais;Sim;0,9472;0,9427;1,0000;0,4913;0,974;1;0,9292;Muito Alto
03000 - Eletricidade;35131;Ativa;Entidades empresariais;Sim;0,9663;0,6787;1,0000;0,4444;0,8941;1;0,8707;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;66193;Ativa;Entidades empresariais;Sim;0,9900;0,9991;1,0000;0,6667;0,651;1;0,8609;Baixo
09003 - Farmaceutico e Produtos Hospitalares;32507;Ativa;Entidades empresariais;Sim;0,9966;0,8053;0,9500;0,6667;0,5544;0,7497;0,7703;Muito Baixo
04001 - Tecnologia (Software e Comercio);62015;Ativa;Entidades empresariais;Sim;0,9895;1,0000;1,0000;0,6667;0,7095;1;0,8785;Muito Baixo
04002 - Eletroeletronicos;47571;Ativa;Entidades empresariais;Sim;0,9802;0,9542;0,8667;0,4444;0,9233;1;0,8766;Muito Alto
11007 - Igrejas e Associacoes;85503;Ativa;Entidades sem fins lucrativos;Sim;0,9996;0,9993;0,9900;0,6667;0,9898;0,8403;0,9447;Baixo
10004 - Papel e Celulose;16218;Ativa;Entidades empresariais;Sim;0,9837;0,9350;0,9833;0,5322;0,8843;0,7934;0,8837;Muito Alto
08000 - Transporte Terrestre e Logistica;52117;Ativa;Entidades empresariais;Sim;0,8229;0,9923;0,9500;0,6667;0,42;0,9199;0,752;Muito Alto
03002 - agua e Esgoto;38114;Ativa;Entidades empresariais;Sim;0,8993;0,8563;0,8000;0,5899;0,62;1;0,7617;Moderado
09000 - Saude;86101;Ativa;Entidades sem fins lucrativos;Sim;0,9382;0,9923;1,0000;0,6667;0,7498;1;0,8845;Muito Baixo
10003 - Bens de Capital;28542;Ativa;Entidades empresariais;Sim;0,9172;0,6962;0,8693;0,5556;0,8201;0,7184;0,7921;Alto
06001 - Producao e comercio agricola;52117;Ativa;Entidades empresariais;Sim;0,8865;0,7759;1,0000;0,4444;0,7675;1;0,8364;Moderado
06001 - Producao e comercio agricola;46214;Ativa;Entidades empresariais;Sim;0,8018;0,8886;0,9833;0,5556;0,5595;0,9967;0,7852;Moderado
03005 - Construcao - Servicos;81290;Ativa;Entidades empresariais;Sim;0,9203;0,9651;0,9634;0,4444;0,8299;1;0,871;Muito Baixo
03005 - Construcao - Servicos;81290;Ativa;Entidades empresariais;Sim;0,9833;0,9169;1,0000;0,4444;0,6909;1;0,8401;Muito Baixo
06003 - Pecuaria, carnes, leites e derivados;46923;Ativa;Entidades empresariais;Sim;0,9026;0,6595;1,0000;0,5556;0,7143;0,7983;0,7991;Moderado
11004 - Atividades Imobiliarias, Shopping Center;68102;Ativa;Entidades empresariais;Sim;0,8936;0,9613;1,0000;0,5556;0,6027;1;0,8211;Alto
10003 - Bens de Capital;27902;Ativa;Entidades empresariais;Sim;0,9808;0,9748;0,9783;0,6667;0,7069;0,8535;0,8531;Moderado
10004 - Papel e Celulose;16218;Ativa;Entidades empresariais;Sim;0,8441;0,9111;1,0000;0,6667;0,5922;0,8059;0,7987;Baixo
09001 - Educacao;85325;Ativa;Entidades empresariais;Sim;0,8896;0,9512;1,0000;0,4444;0,8986;1;0,8971;Moderado
11002 - Meios de Pagamento, Ticket Alimentacao, Programa de Fidelidade;82997;Ativa;Entidades empresariais;Sim;0,6553;1,0000;0,9889;0,4473;0,5544;1;0,7735;Alto
06001 - Producao e comercio agricola;46222;Ativa;Entidades empresariais;Sim;0,9563;0,6542;1,0000;0,4444;0,8839;0,9987;0,8636;Muito Alto
03000 - Eletricidade;35131;Ativa;Entidades empresariais;Sim;0,8553;1,0000;1,0000;0,6667;0,7229;1;0,8691;Muito Baixo
02002 - Farmacos;21211;Ativa;Entidades empresariais;Sim;0,9930;0,9439;0,9833;0,6667;0,8828;0,7087;0,8903;Muito Alto
10001 - Textil;13545;Ativa;Entidades empresariais;Sim;0,9011;0,6569;0,8333;0,4444;0,8715;0,8283;0,791;Moderado
08005 - Outros Veiculos;30911;Ativa;Entidades empresariais;Sim;0,9579;0,9644;1,0000;0,6660;0,6689;0,766;0,8354;Moderado
06004 - Alimentos Processados;10660;Ativa;Entidades empresariais;Sim;0,9630;0,7054;0,9060;0,6667;0,8611;0,9259;0,8522;Moderado
03000 - Eletricidade;35123;Ativa;Entidades empresariais;Sim;0,7859;1,0000;1,0000;0,6667;0,5631;1;0,8142;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;66304;Ativa;Entidades empresariais;Sim;0,9848;0,9993;1,0000;0,4444;0,969;1;0,9335;Muito Baixo
05004 - Fabricacao e comercio de prod. de metal;82113;Ativa;Entidades empresariais;Sim;0,8589;0,9842;0,9632;0,6667;0,952;0,7757;0,9035;Muito Alto
03002 - agua e Esgoto;37011;Ativa;Entidades empresariais;Sim;0,9910;0,9884;1,0000;0,6667;0,9654;1;0,954;Moderado
01000 - Instituicoes Financeiras e de Seguros;65120;Ativa;Entidades empresariais;Sim;0,6841;0,9360;1,0000;0,5390;0,9402;1;0,8967;Moderado
01000 - Instituicoes Financeiras e de Seguros;64921;Ativa;Entidades empresariais;Sim;0,9855;0,9492;1,0000;0,4444;0,8735;1;0,8989;Moderado
10002 - Bens de Capital - Comercio e Servicos;46621;Ativa;Entidades empresariais;Sim;0,9630;0,8837;0,9900;0,4444;0,69;1;0,831;Baixo
08001 - Automoveis;45307;Ativa;Entidades empresariais;Sim;1,0000;0,9995;1,0000;0,5692;0,617;1;0,842;Muito Baixo
07002 - Varejistas;46494;Ativa;Entidades empresariais;Sim;0,9941;0,9996;1,0000;0,6667;0,651;1;0,8613;Baixo
02006 - Defensivos agricolas, adubos e fertilizantes;46834;Ativa;Entidades empresariais;Sim;0,5947;0,9096;0,8796;0,6667;0,7563;1;0,8085;Muito Alto
11007 - Igrejas e Associacoes;94995;Ativa;Entidades sem fins lucrativos;Sim;0,7240;0,7416;1,0000;0,4444;0,8004;1;0,826;Muito Baixo
03002 - agua e Esgoto;36006;Ativa;Entidades empresariais;Sim;0,9283;0,9947;0,9900;0,4858;0,7761;0,7857;0,8494;Alto
06004 - Alimentos Processados;10627;Ativa;Entidades empresariais;Sim;0,6683;0,6778;0,6709;0,5556;0,8739;0,7497;0,7287;Muito Alto
02005 - Sucroalcooleiro;19314;Ativa;Entidades empresariais;Sim;0,7755;0,4186;0,8900;0,5556;0,884;0,9941;0,7972;Muito Alto
02008 - Comercio varejista de combustiveis;47849;Ativa;Entidades empresariais;Sim;0,9864;0,7513;1,0000;0,6667;0,5952;1;0,814;Muito Baixo
04001 - Tecnologia (Software e Comercio);62023;Ativa;Entidades empresariais;Sim;0,9791;0,9873;1,0000;0,5809;0,6949;1;0,8629;Muito Baixo
08004 - Pedagios;64620;Ativa;Entidades empresariais;Sim;0,9838;0,9455;1,0000;0,6667;0,9237;1;0,9356;Alto
11004 - Atividades Imobiliarias, Shopping Center;68102;Ativa;Entidades empresariais;Sim;0,9530;1,0000;1,0000;0,4788;0,5921;1;0,8208;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;64620;Ativa;Entidades empresariais;Sim;1,0000;1,0000;1,0000;0,4444;0,6905;1;0,8516;Moderado
02005 - Sucroalcooleiro;19314;Ativa;Entidades empresariais;Sim;0,8702;0,9921;1,0000;0,6667;0,7331;1;0,8727;Alto
01000 - Instituicoes Financeiras e de Seguros;65308;Ativa;Entidades empresariais;Sim;0,9176;0,9995;0,9900;0,4535;0,9465;1;0,9182;Baixo
07003 - Cosmetico e Perfumaria;47725;Ativa;Entidades empresariais;Sim;0,8652;0,8571;0,7452;0,6667;0,9905;1;0,8618;Moderado
07002 - Varejistas;47822;Ativa;Entidades empresariais;Sim;0,9049;0,7496;0,9667;0,5556;0,5804;0,8684;0,7676;Alto
03004 - Construcao - Obras de Infra-estrutura;42928;Ativa;Entidades empresariais;Sim;0,8680;0,9946;0,9448;0,4444;0,9497;1;0,9;Alto
01000 - Instituicoes Financeiras e de Seguros;70204;Ativa;Entidades empresariais;Sim;0,9813;0,8571;1,0000;0,6667;0,6419;1;0,8402;Baixo
03000 - Eletricidade;35131;Ativa;Entidades empresariais;Sim;0,9557;0,9996;0,8667;0,6667;0,8725;1;0,8866;Muito Alto
10003 - Bens de Capital;28330;Ativa;Entidades empresariais;Sim;0,9829;0,9765;0,8925;0,6667;0,9307;0,7174;0,883;Moderado
